35912665,124,Grave,316
42956681,122,Grave,316
77763722,115,Grave,316
63736112,325,Muy Grave,5925
16925690,330,Muy Grave,5925
15559308,304,Muy Grave,5925
54141214,139,Grave,316
87282766,114,Grave,316
29989682,311,Muy Grave,5925
64532449,130,Grave,316
85501710,112,Grave,316
99950484,119,Grave,316
15559308,334,Muy Grave,5925
30046639,116,Grave,316
50200823,138,Grave,316
89314225,318,Muy Grave,5925
68310808,206,Leve,158
12270502,130,Grave,316
38862473,321,Muy Grave,5925
86429854,147,Grave,316
30441350,332,Muy Grave,5925
16925690,143,Grave,316
60784914,315,Muy Grave,5925
80310768,323,Muy Grave,5925
50201756,207,Leve,158
27268323,205,Leve,158
29989682,121,Grave,316
74325123,123,Grave,316
35671623,338,Muy Grave,5925
87282766,133,Grave,316
49927087,205,Leve,158
35671623,102,Grave,316
35683701,313,Muy Grave,5925
35671623,151,Grave,316
81485316,147,Grave,316
47528229,127,Grave,316
16925690,144,Grave,316
35671623,206,Leve,158
77367073,102,Grave,316
77763722,324,Muy Grave,5925
82031355,133,Grave,316
88167677,161,Grave,316
35912665,155,Grave,316
13219606,305,Muy Grave,5925
47528229,302,Muy Grave,5925
53374153,305,Muy Grave,5925
37080813,151,Grave,316
45043076,170,Grave,316
97849227,101,Grave,316
77367073,148,Grave,316
71578206,317,Muy Grave,5925
31107104,154,Grave,316
73567806,327,Muy Grave,5925
60784914,103,Grave,316
35683701,130,Grave,316
34248357,311,Muy Grave,5925
50200823,136,Grave,316
30441350,203,Leve,158
82870470,138,Grave,316
88167677,104,Grave,316
16925690,161,Grave,316
15029228,304,Muy Grave,5925
63736112,302,Muy Grave,5925
50201756,132,Grave,316
47528229,153,Grave,316
49927087,124,Grave,316
80457845,334,Muy Grave,5925
15029228,322,Muy Grave,5925
73567806,301,Muy Grave,5925
35912665,157,Grave,316
79672079,120,Grave,316
54447051,333,Muy Grave,5925
49927087,137,Grave,316
89314225,310,Muy Grave,5925
69252518,142,Grave,316
81485316,104,Grave,316
30046639,144,Grave,316
34248357,137,Grave,316
84186239,152,Grave,316
48878256,310,Muy Grave,5925
52002275,154,Grave,316
51929951,325,Muy Grave,5925
75348522,309,Muy Grave,5925
38862473,103,Grave,316
66849703,207,Leve,158
16925690,321,Muy Grave,5925
37080813,110,Grave,316
49927087,131,Grave,316
35912665,337,Muy Grave,5925
69252518,305,Muy Grave,5925
45043076,312,Muy Grave,5925
12270502,148,Grave,316
27864822,140,Grave,316
26522329,103,Grave,316
50201756,161,Grave,316
75348522,126,Grave,316
35912665,162,Grave,316
64532449,127,Grave,316
15559308,312,Muy Grave,5925
90467829,154,Grave,316
16477908,315,Muy Grave,5925
25518120,109,Grave,316
88167677,160,Grave,316
12270502,334,Muy Grave,5925
74325123,202,Leve,158
69252518,147,Grave,316
32244565,164,Grave,316
47528229,207,Leve,158
32244565,136,Grave,316
49428502,151,Grave,316
13219606,164,Grave,316
34248357,304,Muy Grave,5925
38862473,328,Muy Grave,5925
68310808,306,Muy Grave,5925
77763722,205,Leve,158
15559308,139,Grave,316
15559308,161,Grave,316
32244565,335,Muy Grave,5925
80310768,317,Muy Grave,5925
50200823,129,Grave,316
27185429,129,Grave,316
50201756,161,Grave,316
45043076,317,Muy Grave,5925
79672079,157,Grave,316
35671623,328,Muy Grave,5925
48450395,132,Grave,316
36079131,204,Leve,158
54665716,112,Grave,316
47528229,142,Grave,316
36079131,137,Grave,316
53853385,146,Grave,316
85501710,137,Grave,316
34976629,143,Grave,316
75945248,301,Muy Grave,5925
26522329,102,Grave,316
68310808,155,Grave,316
84186239,109,Grave,316
37080813,203,Leve,158
67185679,308,Muy Grave,5925
52002275,101,Grave,316
80457845,101,Grave,316
25518120,103,Grave,316
77763722,101,Grave,316
48878256,118,Grave,316
54447051,152,Grave,316
34976629,117,Grave,316
77367073,126,Grave,316
39244942,118,Grave,316
88167677,132,Grave,316
79766395,336,Muy Grave,5925
39244942,331,Muy Grave,5925
90467829,132,Grave,316
69494747,162,Grave,316
64532449,122,Grave,316
53374153,315,Muy Grave,5925
21621497,163,Grave,316
35671623,321,Muy Grave,5925
27185429,325,Muy Grave,5925
89941095,150,Grave,316
79766395,313,Muy Grave,5925
79766395,143,Grave,316
48450395,324,Muy Grave,5925
16925690,144,Grave,316
67185679,103,Grave,316
73972114,113,Grave,316
67185679,309,Muy Grave,5925
96693273,170,Grave,316
80457845,113,Grave,316
38862473,118,Grave,316
30046639,150,Grave,316
71578206,111,Grave,316
52003695,118,Grave,316
29989682,327,Muy Grave,5925
60784914,155,Grave,316
34976629,130,Grave,316
47528229,330,Muy Grave,5925
32244565,123,Grave,316
34248357,328,Muy Grave,5925
87495937,333,Muy Grave,5925
48878256,305,Muy Grave,5925
26522329,122,Grave,316
58992942,205,Leve,158
85501710,121,Grave,316
24859596,163,Grave,316
77367073,113,Grave,316
43454884,156,Grave,316
64532449,149,Grave,316
70414420,164,Grave,316
71578206,133,Grave,316
87495937,324,Muy Grave,5925
88167677,330,Muy Grave,5925
30046639,327,Muy Grave,5925
30441350,309,Muy Grave,5925
71578206,208,Leve,158
64178096,110,Grave,316
13628871,113,Grave,316
73357516,122,Grave,316
25518120,203,Leve,158
80457845,126,Grave,316
70414420,336,Muy Grave,5925
35912665,154,Grave,316
64532449,146,Grave,316
35912665,301,Muy Grave,5925
73972114,304,Muy Grave,5925
64532449,165,Grave,316
64178096,135,Grave,316
73357516,152,Grave,316
28820944,131,Grave,316
81799482,161,Grave,316
48878256,137,Grave,316
75945248,307,Muy Grave,5925
43454884,327,Muy Grave,5925
64532449,120,Grave,316
73567806,106,Grave,316
13219606,114,Grave,316
79766395,163,Grave,316
35912665,339,Muy Grave,5925
30441350,134,Grave,316
26522329,341,Muy Grave,5925
88167677,114,Grave,316
75945248,109,Grave,316
47844324,101,Grave,316
45043076,320,Muy Grave,5925
52002275,333,Muy Grave,5925
79766395,329,Muy Grave,5925
49428502,152,Grave,316
35912665,156,Grave,316
68310808,132,Grave,316
73818744,332,Muy Grave,5925
32244565,146,Grave,316
80457845,141,Grave,316
42956681,143,Grave,316
24859596,302,Muy Grave,5925
79672079,306,Muy Grave,5925
73567806,311,Muy Grave,5925
16477908,304,Muy Grave,5925
74325123,162,Grave,316
27185429,327,Muy Grave,5925
19963454,337,Muy Grave,5925
35297848,117,Grave,316
31107104,104,Grave,316
13219606,107,Grave,316
30441350,128,Grave,316
89941095,134,Grave,316
99950484,147,Grave,316
35912665,156,Grave,316
34976629,132,Grave,316
68303148,202,Leve,158
48450395,321,Muy Grave,5925
24859596,306,Muy Grave,5925
35683701,155,Grave,316
69252518,321,Muy Grave,5925
82870470,102,Grave,316
53853385,304,Muy Grave,5925
27864822,119,Grave,316
60335381,337,Muy Grave,5925
88854166,319,Muy Grave,5925
82031355,155,Grave,316
81528434,311,Muy Grave,5925
54141214,152,Grave,316
44188994,204,Leve,158
43454884,329,Muy Grave,5925
34248357,308,Muy Grave,5925
53853385,323,Muy Grave,5925
16925690,166,Grave,316
16136330,118,Grave,316
73972114,144,Grave,316
64178096,142,Grave,316
29833157,130,Grave,316
29833157,146,Grave,316
67185679,122,Grave,316
30441350,339,Muy Grave,5925
54447051,105,Grave,316
88167677,118,Grave,316
25518120,136,Grave,316
73357516,203,Leve,158
13628871,304,Muy Grave,5925
53374153,302,Muy Grave,5925
81485316,327,Muy Grave,5925
32090869,109,Grave,316
16477908,132,Grave,316
87282766,321,Muy Grave,5925
54447051,312,Muy Grave,5925
63291514,107,Grave,316
96693273,147,Grave,316
19568447,102,Grave,316
82031355,143,Grave,316
85501710,133,Grave,316
29989682,206,Leve,158
85501710,207,Leve,158
25518120,162,Grave,316
88854166,121,Grave,316
25518120,309,Muy Grave,5925
32244565,153,Grave,316
86718074,120,Grave,316
87495937,308,Muy Grave,5925
54447051,314,Muy Grave,5925
31107104,113,Grave,316
26522329,307,Muy Grave,5925
15559308,164,Grave,316
36079131,205,Leve,158
88854166,319,Muy Grave,5925
69252518,304,Muy Grave,5925
64178096,114,Grave,316
87282766,165,Grave,316
16925690,117,Grave,316
63291514,204,Leve,158
35671623,332,Muy Grave,5925
68303148,147,Grave,316
60784914,126,Grave,316
52002275,321,Muy Grave,5925
89941095,144,Grave,316
53374153,156,Grave,316
73357516,310,Muy Grave,5925
34976629,334,Muy Grave,5925
30046639,160,Grave,316
42956681,320,Muy Grave,5925
89314225,151,Grave,316
34248357,128,Grave,316
71832810,202,Leve,158
79766395,127,Grave,316
96693273,137,Grave,316
48878256,106,Grave,316
73357516,113,Grave,316
81799482,135,Grave,316
49428502,338,Muy Grave,5925
15029228,320,Muy Grave,5925
77763722,337,Muy Grave,5925
71578206,127,Grave,316
12270502,316,Muy Grave,5925
85501710,333,Muy Grave,5925
47528229,208,Leve,158
84186239,335,Muy Grave,5925
19963454,148,Grave,316
88854166,120,Grave,316
21621497,146,Grave,316
85501710,203,Leve,158
69252518,325,Muy Grave,5925
53853385,302,Muy Grave,5925
81799482,315,Muy Grave,5925
39544560,127,Grave,316
50201756,140,Grave,316
63736112,135,Grave,316
96693273,110,Grave,316
49927087,328,Muy Grave,5925
15115705,157,Grave,316
87495937,108,Grave,316
26522329,120,Grave,316
50201756,204,Leve,158
85501710,113,Grave,316
13219606,150,Grave,316
44188994,338,Muy Grave,5925
96693273,311,Muy Grave,5925
36079131,308,Muy Grave,5925
42956681,308,Muy Grave,5925
88167677,154,Grave,316
87282766,306,Muy Grave,5925
84186239,158,Grave,316
67185679,135,Grave,316
34976629,133,Grave,316
66849703,118,Grave,316
19963454,111,Grave,316
87495937,324,Muy Grave,5925
30441350,108,Grave,316
82031355,165,Grave,316
37080813,311,Muy Grave,5925
64178096,336,Muy Grave,5925
35683701,313,Muy Grave,5925
47844324,104,Grave,316
19963454,111,Grave,316
60784914,208,Leve,158
67185679,126,Grave,316
88167677,315,Muy Grave,5925
87495937,119,Grave,316
89314225,149,Grave,316
86718074,151,Grave,316
53374153,142,Grave,316
15029228,207,Leve,158
48450395,147,Grave,316
34248357,161,Grave,316
47844324,335,Muy Grave,5925
81799482,152,Grave,316
51395324,121,Grave,316
50200823,208,Leve,158
73567806,306,Muy Grave,5925
54447051,331,Muy Grave,5925
88854166,204,Leve,158
81528434,158,Grave,316
81485316,320,Muy Grave,5925
70414420,113,Grave,316
48878256,318,Muy Grave,5925
35671623,105,Grave,316
89941095,154,Grave,316
30441350,306,Muy Grave,5925
27864822,134,Grave,316
90467829,148,Grave,316
16925690,103,Grave,316
88854166,164,Grave,316
86718074,334,Muy Grave,5925
27185429,151,Grave,316
31107104,138,Grave,316
15115705,123,Grave,316
34248357,322,Muy Grave,5925
53374153,134,Grave,316
31205866,129,Grave,316
48878256,328,Muy Grave,5925
63736112,160,Grave,316
77763722,341,Muy Grave,5925
32244565,337,Muy Grave,5925
70414420,144,Grave,316
77367073,134,Grave,316
21621497,127,Grave,316
81799482,104,Grave,316
87495937,141,Grave,316
81528434,133,Grave,316
71832810,315,Muy Grave,5925
27185429,332,Muy Grave,5925
54141214,335,Muy Grave,5925
36079131,330,Muy Grave,5925
30441350,129,Grave,316
73972114,142,Grave,316
38862473,318,Muy Grave,5925
86718074,304,Muy Grave,5925
21621497,160,Grave,316
64178096,138,Grave,316
15115705,163,Grave,316
26522329,332,Muy Grave,5925
27864822,302,Muy Grave,5925
90467829,305,Muy Grave,5925
24859596,328,Muy Grave,5925
88167677,208,Leve,158
32244565,137,Grave,316
31205866,320,Muy Grave,5925
50200823,114,Grave,316
99950484,141,Grave,316
79766395,159,Grave,316
67185679,134,Grave,316
71578206,143,Grave,316
80457845,137,Grave,316
75945248,331,Muy Grave,5925
71832810,146,Grave,316
87495937,304,Muy Grave,5925
68303148,160,Grave,316
96693273,142,Grave,316
73818744,316,Muy Grave,5925
35671623,315,Muy Grave,5925
21621497,119,Grave,316
30046639,131,Grave,316
24859596,125,Grave,316
43454884,203,Leve,158
69252518,148,Grave,316
86429854,153,Grave,316
73567806,161,Grave,316
34248357,332,Muy Grave,5925
85501710,311,Muy Grave,5925
63736112,147,Grave,316
86718074,126,Grave,316
38862473,339,Muy Grave,5925
79672079,205,Leve,158
90467829,126,Grave,316
90467829,308,Muy Grave,5925
27268323,106,Grave,316
77367073,127,Grave,316
29833157,165,Grave,316
74325123,306,Muy Grave,5925
52002275,117,Grave,316
34976629,134,Grave,316
32244565,207,Leve,158
67185679,112,Grave,316
60784914,307,Muy Grave,5925
87495937,304,Muy Grave,5925
80310768,208,Leve,158
49927087,145,Grave,316
88167677,316,Muy Grave,5925
89941095,341,Muy Grave,5925
86718074,203,Leve,158
50200823,165,Grave,316
81485316,121,Grave,316
96693273,306,Muy Grave,5925
81485316,301,Muy Grave,5925
50200823,111,Grave,316
16477908,146,Grave,316
30046639,108,Grave,316
47528229,317,Muy Grave,5925
60784914,116,Grave,316
26522329,164,Grave,316
74325123,143,Grave,316
71832810,109,Grave,316
35912665,126,Grave,316
99950484,329,Muy Grave,5925
73972114,320,Muy Grave,5925
54447051,304,Muy Grave,5925
84186239,208,Leve,158
66849703,307,Muy Grave,5925
13219606,328,Muy Grave,5925
25518120,122,Grave,316
26522329,323,Muy Grave,5925
84186239,153,Grave,316
87495937,205,Leve,158
54665716,204,Leve,158
30046639,155,Grave,316
96693273,324,Muy Grave,5925
21621497,205,Leve,158
31107104,154,Grave,316
44188994,126,Grave,316
82031355,311,Muy Grave,5925
47528229,158,Grave,316
63736112,107,Grave,316
60784914,165,Grave,316
53853385,104,Grave,316
38862473,328,Muy Grave,5925
84186239,322,Muy Grave,5925
60784914,139,Grave,316
38862473,309,Muy Grave,5925
67185679,115,Grave,316
60335381,341,Muy Grave,5925
77763722,304,Muy Grave,5925
89941095,147,Grave,316
44188994,126,Grave,316
42956681,122,Grave,316
64178096,322,Muy Grave,5925
80457845,323,Muy Grave,5925
50200823,139,Grave,316
13219606,115,Grave,316
73567806,334,Muy Grave,5925
52002275,202,Leve,158
99950484,166,Grave,316
82870470,112,Grave,316
50200823,108,Grave,316
67185679,332,Muy Grave,5925
27864822,137,Grave,316
68310808,133,Grave,316
53374153,325,Muy Grave,5925
29989682,115,Grave,316
12858682,153,Grave,316
63291514,122,Grave,316
54447051,163,Grave,316
48878256,305,Muy Grave,5925
52003695,130,Grave,316
31107104,145,Grave,316
34976629,311,Muy Grave,5925
27864822,208,Leve,158
48528209,304,Muy Grave,5925
68310808,139,Grave,316
30441350,154,Grave,316
63291514,124,Grave,316
70414420,138,Grave,316
36079131,301,Muy Grave,5925
81799482,309,Muy Grave,5925
79672079,334,Muy Grave,5925
15559308,145,Grave,316
30046639,130,Grave,316
68310808,164,Grave,316
67185679,152,Grave,316
12270502,331,Muy Grave,5925
96693273,322,Muy Grave,5925
67185679,141,Grave,316
74325123,305,Muy Grave,5925
15559308,140,Grave,316
32090869,145,Grave,316
29989682,302,Muy Grave,5925
58992942,323,Muy Grave,5925
85501710,206,Leve,158
54447051,130,Grave,316
87495937,109,Grave,316
69252518,115,Grave,316
38862473,324,Muy Grave,5925
79641328,301,Muy Grave,5925
71832810,128,Grave,316
87495937,326,Muy Grave,5925
48450395,325,Muy Grave,5925
87495937,312,Muy Grave,5925
88167677,108,Grave,316
64178096,125,Grave,316
53374153,101,Grave,316
30441350,105,Grave,316
12858682,337,Muy Grave,5925
85501710,122,Grave,316
19963454,315,Muy Grave,5925
30441350,324,Muy Grave,5925
75348522,135,Grave,316
29833157,201,Leve,158
31107104,301,Muy Grave,5925
84186239,112,Grave,316
73972114,204,Leve,158
50201756,124,Grave,316
25518120,121,Grave,316
79672079,305,Muy Grave,5925
87495937,105,Grave,316
64532449,126,Grave,316
77367073,336,Muy Grave,5925
15559308,133,Grave,316
47528229,307,Muy Grave,5925
24859596,312,Muy Grave,5925
52002275,110,Grave,316
24859596,106,Grave,316
15029228,206,Leve,158
15559308,156,Grave,316
64178096,207,Leve,158
74325123,205,Leve,158
69252518,163,Grave,316
54447051,133,Grave,316
79766395,149,Grave,316
64178096,118,Grave,316
49927087,101,Grave,316
71578206,324,Muy Grave,5925
43454884,320,Muy Grave,5925
99950484,101,Grave,316
34248357,157,Grave,316
70414420,338,Muy Grave,5925
85501710,339,Muy Grave,5925
87282766,123,Grave,316
34976629,201,Leve,158
13219606,101,Grave,316
96693273,109,Grave,316
96693273,333,Muy Grave,5925
30441350,208,Leve,158
34248357,163,Grave,316
77367073,111,Grave,316
60335381,307,Muy Grave,5925
68303148,203,Leve,158
27864822,326,Muy Grave,5925
81485316,339,Muy Grave,5925
38862473,163,Grave,316
54447051,150,Grave,316
60335381,133,Grave,316
77367073,132,Grave,316
34248357,106,Grave,316
32090869,114,Grave,316
43454884,153,Grave,316
27864822,321,Muy Grave,5925
88854166,166,Grave,316
70414420,106,Grave,316
36079131,317,Muy Grave,5925
79766395,325,Muy Grave,5925
79766395,111,Grave,316
32090869,147,Grave,316
74325123,309,Muy Grave,5925
26522329,306,Muy Grave,5925
79672079,305,Muy Grave,5925
54141214,147,Grave,316
80457845,202,Leve,158
35912665,160,Grave,316
79672079,115,Grave,316
12270502,312,Muy Grave,5925
47528229,154,Grave,316
42956681,145,Grave,316
73357516,147,Grave,316
97849227,104,Grave,316
79641328,148,Grave,316
68310808,160,Grave,316
71578206,125,Grave,316
47528229,163,Grave,316
30046639,205,Leve,158
15559308,164,Grave,316
87495937,121,Grave,316
80310768,341,Muy Grave,5925
58992942,127,Grave,316
21621497,332,Muy Grave,5925
12443643,327,Muy Grave,5925
71578206,123,Grave,316
90467829,124,Grave,316
89314225,117,Grave,316
87495937,160,Grave,316
80310768,108,Grave,316
79672079,127,Grave,316
21621497,170,Grave,316
81485316,159,Grave,316
12443643,121,Grave,316
30046639,136,Grave,316
81799482,309,Muy Grave,5925
49428502,327,Muy Grave,5925
53374153,158,Grave,316
32090869,136,Grave,316
50200823,147,Grave,316
54447051,205,Leve,158
82031355,305,Muy Grave,5925
34248357,306,Muy Grave,5925
66849703,126,Grave,316
70414420,202,Leve,158
16477908,115,Grave,316
88167677,128,Grave,316
51929951,314,Muy Grave,5925
29989682,136,Grave,316
30441350,117,Grave,316
88167677,116,Grave,316
48878256,125,Grave,316
50200823,152,Grave,316
15559308,150,Grave,316
77763722,325,Muy Grave,5925
60335381,118,Grave,316
68310808,109,Grave,316
58992942,159,Grave,316
19963454,151,Grave,316
50201756,142,Grave,316
90467829,170,Grave,316
73972114,156,Grave,316
77367073,318,Muy Grave,5925
47844324,205,Leve,158
16136330,341,Muy Grave,5925
21621497,166,Grave,316
30046639,337,Muy Grave,5925
68310808,141,Grave,316
79641328,151,Grave,316
15029228,144,Grave,316
54141214,304,Muy Grave,5925
82031355,334,Muy Grave,5925
81485316,327,Muy Grave,5925
32244565,155,Grave,316
49927087,108,Grave,316
35671623,315,Muy Grave,5925
15559308,147,Grave,316
87282766,154,Grave,316
50200823,310,Muy Grave,5925
73567806,106,Grave,316
90467829,327,Muy Grave,5925
13628871,153,Grave,316
79672079,126,Grave,316
53853385,109,Grave,316
15029228,152,Grave,316
73972114,130,Grave,316
47844324,111,Grave,316
88167677,330,Muy Grave,5925
68310808,109,Grave,316
32244565,103,Grave,316
48878256,149,Grave,316
51929951,202,Leve,158
30441350,135,Grave,316
15559308,154,Grave,316
77367073,157,Grave,316
81528434,109,Grave,316
16477908,104,Grave,316
35297848,201,Leve,158
12443643,170,Grave,316
34248357,102,Grave,316
70414420,331,Muy Grave,5925
32244565,154,Grave,316
88167677,148,Grave,316
51929951,120,Grave,316
21621497,321,Muy Grave,5925
50201756,323,Muy Grave,5925
42956681,136,Grave,316
75348522,157,Grave,316
79641328,163,Grave,316
13219606,136,Grave,316
35297848,335,Muy Grave,5925
87495937,131,Grave,316
35912665,333,Muy Grave,5925
35912665,149,Grave,316
79641328,142,Grave,316
49927087,144,Grave,316
44346371,203,Leve,158
37080813,153,Grave,316
87282766,319,Muy Grave,5925
79672079,341,Muy Grave,5925
75945248,152,Grave,316
26522329,104,Grave,316
60335381,114,Grave,316
34976629,308,Muy Grave,5925
85501710,131,Grave,316
47528229,311,Muy Grave,5925
19963454,129,Grave,316
90467829,107,Grave,316
82870470,150,Grave,316
81799482,151,Grave,316
64532449,162,Grave,316
96693273,131,Grave,316
85501710,125,Grave,316
12270502,104,Grave,316
15115705,314,Muy Grave,5925
36079131,137,Grave,316
73357516,309,Muy Grave,5925
82031355,165,Grave,316
12270502,338,Muy Grave,5925
89941095,312,Muy Grave,5925
52002275,308,Muy Grave,5925
42956681,120,Grave,316
49927087,152,Grave,316
24859596,151,Grave,316
60335381,304,Muy Grave,5925
64532449,208,Leve,158
47528229,306,Muy Grave,5925
39244942,338,Muy Grave,5925
38862473,151,Grave,316
35912665,136,Grave,316
84186239,117,Grave,316
68310808,142,Grave,316
82870470,106,Grave,316
58992942,323,Muy Grave,5925
48450395,326,Muy Grave,5925
49927087,146,Grave,316
63736112,103,Grave,316
66849703,202,Leve,158
16477908,339,Muy Grave,5925
35671623,157,Grave,316
44346371,335,Muy Grave,5925
47528229,203,Leve,158
21621497,336,Muy Grave,5925
84186239,323,Muy Grave,5925
24859596,120,Grave,316
21621497,315,Muy Grave,5925
88167677,323,Muy Grave,5925
68310808,326,Muy Grave,5925
12270502,107,Grave,316
53374153,128,Grave,316
74325123,128,Grave,316
27185429,143,Grave,316
64178096,309,Muy Grave,5925
73567806,130,Grave,316
32244565,208,Leve,158
54141214,204,Leve,158
