39544560,328,09/03/2020,N4J-043
48878256,134,10/01/2020,F2F-895
24859596,329,17/03/2020,A8P-118
30441350,152,12/05/2020,T7F-869
82031355,122,05/04/2019,H6X-124
90467829,148,03/01/2020,H1R-953
53374153,123,03/12/2020,V7L-069
21621497,101,23/09/2020,D6W-048
32244565,315,07/05/2020,J1E-736
84186239,330,18/01/2019,W9Y-717
80457845,108,05/05/2019,Z5G-762
88854166,125,17/05/2020,O0K-148
26522329,101,22/11/2019,U5W-825
45043076,325,11/06/2020,I1D-713
37080813,315,06/05/2020,O9W-355
53853385,170,01/09/2019,O5L-856
73972114,319,01/02/2020,J2M-606
75348522,336,21/08/2020,X0D-655
99950484,144,04/06/2020,Y9W-731
99950484,333,26/11/2019,L8A-167
34248357,104,26/02/2019,U0T-459
71832810,124,13/09/2019,Q3M-512
35683701,137,20/05/2019,D5W-953
90467829,146,07/08/2020,K4H-445
86429854,151,22/02/2020,M5U-987
63291514,142,18/04/2020,Z1A-459
48878256,145,18/10/2019,Z4L-514
47528229,207,29/06/2019,G8O-154
88167677,134,01/11/2020,O0C-616
79641328,156,29/06/2019,L0L-653
12270502,135,10/03/2019,Y5F-449
52002275,118,16/09/2019,C0S-417
29989682,153,02/09/2020,B1J-773
35912665,124,16/02/2019,D7L-648
42956681,122,08/08/2020,L8Z-555
77763722,115,08/01/2019,D1M-667
63736112,325,17/10/2019,T9A-930
16925690,330,11/07/2019,F3F-478
15559308,304,19/02/2020,T8F-368
54141214,139,18/07/2020,Y9G-536
87282766,114,27/08/2020,S1D-093
29989682,311,29/01/2019,W3T-571
64532449,130,13/03/2019,X3Z-285
85501710,112,27/10/2019,N2C-590
99950484,119,08/09/2020,Y9W-731
15559308,334,06/02/2020,W1S-239
30046639,116,08/06/2019,S3F-021
50200823,138,13/10/2019,H1E-399
89314225,318,19/06/2019,C3A-423
68310808,206,11/12/2020,K2N-341
12270502,130,17/04/2020,P7T-999
38862473,321,26/09/2019,I4B-541
86429854,147,23/08/2020,M5U-987
30441350,332,26/08/2020,T7F-869
16925690,143,14/02/2020,R7N-113
60784914,315,03/02/2020,C6G-842
80310768,323,13/04/2019,N5J-515
50201756,207,08/01/2020,X8O-807
27268323,205,22/01/2020,L6Z-161
29989682,121,14/12/2020,W3T-571
74325123,123,13/02/2020,B3H-006
35671623,338,25/01/2020,V4E-749
87282766,133,28/06/2019,S1D-093
49927087,205,19/09/2020,X3E-271
35671623,102,06/12/2020,K0T-350
35683701,313,24/11/2020,D5W-953
35671623,151,19/04/2019,V4E-749
81485316,147,30/08/2019,E1N-544
47528229,127,27/03/2019,I4H-529
16925690,144,03/06/2019,R7N-113
35671623,206,10/02/2020,V4E-749
77367073,102,09/06/2020,C2S-070
77763722,324,22/11/2019,D1M-667
82031355,133,08/02/2019,H6X-124
88167677,161,07/03/2019,Y4Y-028
35912665,155,15/12/2019,O4X-500
13219606,305,30/09/2020,T3B-722
47528229,302,20/12/2019,G8O-154
53374153,305,01/10/2019,G6I-762
37080813,151,11/11/2020,O9W-355
45043076,170,13/06/2020,I1D-713
97849227,101,10/02/2019,I0K-077
77367073,148,04/06/2020,W4W-684
71578206,317,12/03/2020,L4H-670
31107104,154,06/01/2019,E0I-722
73567806,327,18/03/2019,Q9D-870
60784914,103,07/05/2020,P4Y-758
35683701,130,19/08/2020,D5W-953
34248357,311,12/07/2019,U0T-459
50200823,136,04/08/2020,Q6C-943
30441350,203,26/01/2020,M9Z-497
82870470,138,05/07/2020,K0H-387
88167677,104,05/09/2019,B4C-100
16925690,161,09/08/2019,B4I-014
15029228,304,09/01/2019,J0Q-121
63736112,302,21/10/2019,K0D-676
50201756,132,13/12/2020,K5K-595
47528229,153,12/07/2019,I4H-529
49927087,124,04/03/2020,X3E-271
80457845,334,05/02/2020,M7F-612
15029228,322,22/12/2019,J0Q-121
73567806,301,03/05/2019,E2D-493
35912665,157,07/12/2020,O4X-500
79672079,120,07/11/2020,O3H-954
54447051,333,07/08/2020,G3Y-654
49927087,137,29/11/2019,M8Q-758
89314225,310,30/12/2020,C3A-423
69252518,142,14/11/2019,Y0Y-415
81485316,104,03/05/2020,F1O-596
30046639,144,15/05/2020,S3F-021
34248357,137,11/02/2020,S5E-231
84186239,152,25/04/2020,T6W-978
48878256,310,18/01/2019,F2F-895
52002275,154,23/10/2019,C0S-417
51929951,325,02/02/2019,O8J-848
75348522,309,30/12/2020,X0D-655
38862473,103,21/02/2020,K3B-165
66849703,207,04/03/2020,B4N-777
16925690,321,07/09/2020,R7N-113
37080813,110,18/12/2020,O9W-355
49927087,131,12/03/2020,X3E-271
35912665,337,27/08/2020,A6E-125
69252518,305,28/09/2019,Y0Y-415
45043076,312,18/11/2020,R1T-735
12270502,148,24/07/2019,P7T-999
27864822,140,03/02/2019,S3D-133
26522329,103,13/04/2020,U7R-252
50201756,161,28/10/2020,K5K-595
75348522,126,26/05/2019,P5B-640
35912665,162,13/12/2020,D7L-648
64532449,127,27/07/2020,J0V-437
15559308,312,05/04/2019,S3L-803
90467829,154,11/09/2020,X8U-894
16477908,315,26/02/2020,I0E-459
25518120,109,25/09/2020,F2C-703
88167677,160,03/10/2019,V7U-622
12270502,334,19/04/2020,P7T-999
74325123,202,05/11/2020,B3H-006
69252518,147,12/03/2019,P7I-760
32244565,164,08/07/2020,J1E-736
47528229,207,07/06/2020,G8O-154
32244565,136,29/07/2019,W9L-468
49428502,151,16/10/2020,T0V-569
13219606,164,04/07/2019,M2Q-712
34248357,304,14/05/2019,R7N-062
38862473,328,13/07/2019,S6Y-726
68310808,306,05/01/2019,K2N-341
77763722,205,28/12/2020,W2L-827
15559308,139,17/07/2020,T8F-368
50201756,119,22/11/2020,X8O-807
15559308,161,20/09/2019,S3L-803
32244565,335,18/11/2019,M8W-853
80310768,317,09/09/2020,N5J-515
50200823,129,03/09/2019,Q6C-943
27185429,129,01/04/2020,S9I-160
50201756,161,29/07/2019,K5K-595
45043076,317,07/02/2020,S7E-946
79672079,157,30/05/2020,Y3Q-331
35671623,328,26/12/2019,P2Q-870
48450395,132,16/07/2019,G1P-591
36079131,204,22/04/2019,I0W-872
54665716,112,16/03/2020,D2V-055
47528229,142,17/08/2020,U0N-343
36079131,137,30/04/2019,I0W-872
53853385,146,22/12/2019,O4X-603
85501710,137,19/03/2020,N2C-590
34976629,143,09/06/2020,I0Y-720
75945248,301,05/05/2020,K6X-977
26522329,102,26/08/2020,U7R-252
68310808,155,25/06/2019,X6M-077
84186239,109,12/11/2020,W9Y-717
37080813,203,17/09/2019,P7E-145
67185679,308,27/08/2020,S7F-983
52002275,101,06/12/2020,C0S-417
80457845,101,02/07/2020,M7F-612
25518120,103,20/01/2019,U1X-768
77763722,101,02/05/2019,W2L-827
48878256,118,27/10/2019,G2R-979
54447051,152,28/08/2020,G3Y-654
34976629,117,08/08/2019,I0Y-720
77367073,126,23/12/2020,H9A-097
39244942,118,27/07/2020,N5Y-450
88167677,132,24/04/2020,Y4Y-028
79766395,336,20/08/2019,N6D-256
39244942,331,17/09/2020,N5Y-450
90467829,132,19/01/2020,H1R-953
69494747,162,29/08/2020,J8D-125
64532449,122,31/10/2019,X3Z-285
53374153,315,26/04/2020,V7L-069
21621497,163,31/01/2019,Z7C-785
35671623,321,23/09/2019,V4E-749
27185429,325,04/03/2020,S9I-160
89941095,150,31/08/2019,P6N-119
79766395,313,01/03/2019,N6D-256
79766395,143,08/04/2020,H7P-047
48450395,324,06/02/2020,Q5S-871
16925690,144,27/08/2019,B4I-014
67185679,103,01/01/2020,I2P-193
73972114,113,07/04/2020,J2M-606
67185679,309,09/02/2020,F1F-571
96693273,170,30/04/2019,C0G-556
80457845,113,03/04/2019,M7F-612
38862473,118,22/09/2020,K3B-165
30046639,150,17/10/2020,L8F-459
71578206,111,04/11/2019,G7Z-721
52003695,118,20/03/2019,H8S-849
29989682,327,30/07/2020,W3T-571
60784914,155,26/06/2020,P4Y-758
34976629,130,01/06/2020,J8B-303
47528229,330,16/11/2019,G8O-154
32244565,123,06/11/2019,M8W-853
34248357,328,25/08/2020,H4R-733
87495937,333,12/12/2020,C5G-743
48878256,305,17/03/2020,G2R-979
26522329,122,23/12/2019,U7R-252
58992942,205,15/04/2020,Q6B-243
85501710,121,01/09/2020,Z4K-431
24859596,163,29/08/2020,A8P-118
77367073,113,09/12/2020,W4W-684
43454884,156,01/02/2020,G0F-080
64532449,149,16/12/2019,J0V-437
70414420,164,12/07/2019,U5T-348
71578206,133,11/06/2020,L4H-670
87495937,324,03/05/2020,L2H-207
88167677,330,22/08/2020,B4C-100
30046639,327,06/09/2019,S3F-021
30441350,309,02/07/2020,T7F-869
71578206,208,10/10/2020,L4H-670
64178096,110,03/01/2020,B7V-643
13628871,113,31/08/2020,F3E-797
73357516,122,12/06/2020,P1T-781
25518120,203,06/04/2020,F2C-703
80457845,126,01/07/2019,Z5G-762
70414420,336,26/01/2019,V9J-051
35912665,154,02/09/2020,O2Z-308
64532449,146,05/06/2019,V4I-691
35912665,301,10/09/2019,A6E-125
73972114,304,10/06/2019,D8H-157
64532449,165,20/12/2020,V4I-691
64178096,135,22/02/2020,B7V-643
73357516,152,21/02/2019,E6R-293
28820944,131,02/11/2019,H2K-127
81799482,161,01/05/2019,V7P-711
48878256,137,09/10/2019,F2F-895
75945248,307,07/12/2019,K6X-977
43454884,327,05/07/2019,G0F-080
64532449,120,13/07/2020,K8R-348
73567806,106,19/04/2019,Q9D-870
13219606,114,25/01/2020,T3B-722
79766395,163,10/08/2019,H7P-047
35912665,339,26/09/2019,O4X-500
30441350,134,15/07/2019,X0F-315
26522329,341,22/07/2019,W7R-114
88167677,114,13/06/2020,B4C-100
75945248,109,24/12/2020,K6X-977
47844324,101,14/09/2019,X7J-719
45043076,320,11/04/2019,R1T-735
52002275,333,23/07/2019,C0S-417
79766395,329,02/02/2020,T3R-184
49428502,152,06/02/2019,C0A-114
35912665,156,14/10/2019,O2Z-308
68310808,132,14/06/2019,X6M-077
73818744,332,30/05/2020,U5N-536
32244565,146,03/08/2019,K4F-319
80457845,141,12/03/2020,W0C-131
42956681,143,11/01/2020,L8Z-555
24859596,302,16/03/2019,B8B-326
79672079,306,12/06/2019,Y3Q-331
73567806,311,29/06/2019,W9Z-281
16477908,304,28/03/2020,I0E-459
74325123,162,02/02/2020,C2V-710
27185429,327,25/01/2019,U3F-754
19963454,337,04/06/2020,T9D-604
35297848,117,08/04/2019,O7D-970
31107104,104,29/05/2020,O3T-110
13219606,107,30/06/2019,N1O-921
30441350,128,21/11/2020,X0F-315
89941095,134,25/09/2019,P6T-244
99950484,147,29/06/2020,L8A-167
35912665,156,22/07/2019,O2Z-308
34976629,132,27/03/2019,J8B-303
68303148,202,07/01/2020,H1W-140
48450395,321,24/06/2019,H6H-085
24859596,306,21/06/2019,B8B-326
35683701,155,30/01/2019,D5W-953
69252518,321,20/10/2020,P7I-760
82870470,102,23/06/2020,K0H-387
53853385,304,17/07/2020,T9X-217
27864822,119,03/05/2019,S3D-133
60335381,337,06/01/2019,E6T-667
88854166,319,21/02/2019,H3E-885
82031355,155,11/12/2020,H6X-124
81528434,311,11/03/2019,B3U-020
54141214,152,18/03/2019,G2I-709
44188994,204,30/11/2020,M0X-657
43454884,329,22/05/2020,G0F-080
34248357,308,06/02/2019,H4R-733
53853385,323,21/01/2019,O4X-603
16925690,166,17/11/2019,B4I-014
16136330,118,18/12/2019,E3U-231
73972114,144,24/10/2019,A2F-518
64178096,142,06/06/2020,I0X-469
29833157,130,20/04/2019,I9F-484
29833157,146,07/04/2019,S2N-896
67185679,122,10/08/2019,I2P-193
30441350,339,12/10/2019,Q6Q-335
54447051,105,29/10/2019,G3Y-654
88167677,118,02/06/2019,V7U-622
25518120,136,26/07/2020,F2C-703
73357516,203,07/04/2020,E6R-293
13628871,304,30/11/2020,F3E-797
53374153,302,24/09/2020,R2T-476
81485316,327,24/08/2020,F1O-596
32090869,109,21/03/2020,L4B-291
16477908,132,01/06/2019,X9D-758
87282766,321,08/04/2020,S1D-093
54447051,312,28/02/2019,D5W-773
63291514,107,16/01/2020,Z1A-459
96693273,147,06/02/2020,A6K-820
19568447,102,09/05/2019,O7W-705
82031355,143,22/04/2019,H6X-124
85501710,133,23/02/2020,Z4K-431
29989682,206,21/07/2019,W3T-571
85501710,207,16/06/2020,Z4K-431
25518120,162,08/03/2020,U1X-768
88854166,121,02/07/2019,H3E-885
25518120,309,21/10/2020,F2C-703
32244565,153,29/01/2019,K4F-319
86718074,120,23/02/2020,L4O-783
87495937,308,30/07/2020,L2H-207
54447051,314,03/08/2020,U5L-205
31107104,113,23/03/2020,E0I-722
26522329,307,23/12/2020,W7R-114
15559308,164,27/11/2019,X6O-905
36079131,205,15/09/2020,V4S-057
88854166,319,24/08/2019,L3N-150
69252518,304,27/02/2020,Y0Y-415
64178096,114,25/05/2020,G3B-505
87282766,165,17/06/2019,S1D-093
16925690,117,06/07/2019,F3F-478
63291514,204,09/08/2020,L3W-411
35671623,332,21/09/2020,V4E-749
68303148,147,04/02/2020,H1W-140
60784914,126,07/09/2020,P4Y-758
52002275,321,06/05/2019,C0S-417
89941095,144,17/05/2020,P6N-119
53374153,156,15/03/2019,G6I-762
73357516,310,09/08/2019,J2K-636
34976629,334,16/01/2019,J8B-303
30046639,160,17/11/2019,S3F-021
42956681,320,22/03/2019,A6D-661
89314225,151,27/11/2019,C3A-423
34248357,128,24/05/2019,S5E-231
71832810,202,14/07/2019,T1K-210
79766395,127,11/04/2020,N6D-256
96693273,137,28/05/2019,B9X-420
48878256,106,18/05/2019,G2R-979
73357516,113,03/09/2020,J2K-636
81799482,135,08/09/2020,V7P-711
49428502,338,23/06/2019,C0A-114
15029228,320,01/02/2020,C0P-895
77763722,337,12/11/2019,A1Q-612
71578206,127,04/05/2019,Y9F-491
12270502,316,16/09/2019,Y5F-449
85501710,333,23/03/2019,Z4K-431
47528229,208,28/11/2020,I4H-529
84186239,335,09/05/2020,W9Y-717
19963454,148,07/07/2020,T9D-604
88854166,120,18/10/2020,H3E-885
21621497,146,05/06/2019,W5W-525
85501710,203,29/10/2019,N2C-590
69252518,325,08/03/2019,Y0Y-415
53853385,302,22/04/2019,T9X-217
81799482,315,08/04/2020,E3U-768
39544560,127,27/10/2019,N4J-043
50201756,140,16/10/2020,X8O-807
63736112,135,18/03/2019,T9A-930
96693273,110,03/09/2019,C0G-556
49927087,328,18/02/2019,M8Q-758
15115705,157,07/04/2019,N9Q-814
87495937,108,06/05/2020,Z8C-558
26522329,120,07/02/2020,U5W-825
50201756,204,31/05/2019,K5K-595
85501710,113,19/06/2019,Z4K-431
13219606,150,21/03/2019,N1O-921
44188994,338,29/05/2020,M0X-657
96693273,311,23/09/2019,F3R-138
36079131,308,25/01/2019,I0W-872
42956681,308,10/08/2019,L8Z-555
88167677,154,31/05/2019,O0C-616
87282766,306,03/10/2019,S1D-093
84186239,158,25/10/2019,T6W-978
67185679,135,23/10/2019,I2P-193
34976629,133,22/08/2020,I0Y-720
66849703,118,19/05/2019,J2F-853
19963454,111,21/11/2019,D9A-711
87495937,324,04/12/2019,M5G-669
30441350,108,03/07/2020,Q6Q-335
82031355,165,29/11/2019,H6X-124
37080813,311,25/03/2020,O9W-355
64178096,336,18/03/2019,I0X-469
35683701,313,11/03/2020,D5W-953
47844324,104,13/12/2020,X7J-719
19963454,111,12/01/2019,H8A-390
60784914,208,13/03/2019,A8J-929
67185679,126,19/04/2020,I2P-193
88167677,315,13/06/2019,B4C-100
87495937,119,09/08/2019,L2H-207
89314225,149,19/09/2019,C3A-423
86718074,151,25/12/2019,L4O-783
53374153,142,03/09/2019,V7L-069
15029228,207,12/10/2020,J0Q-121
48450395,147,04/11/2019,Q5S-871
34248357,161,21/06/2019,U0T-459
47844324,335,29/01/2019,F1H-328
81799482,152,20/10/2020,V7P-711
51395324,121,03/05/2019,M4Z-108
50200823,208,09/01/2020,R0P-255
73567806,306,20/01/2019,A7Y-833
54447051,331,05/08/2019,U5L-205
88854166,204,16/10/2020,L3N-150
81528434,158,16/02/2020,D6F-465
81485316,320,12/01/2019,J5T-691
70414420,113,17/03/2020,U5T-348
48878256,318,25/03/2019,Z4L-514
35671623,105,03/08/2020,K0T-350
89941095,154,11/02/2020,R8O-904
30441350,306,20/05/2020,Q6Q-335
27864822,134,25/12/2019,T9U-338
90467829,148,10/07/2020,C9H-661
16925690,103,06/03/2020,B4I-014
88854166,164,11/10/2019,H3E-885
86718074,334,20/04/2020,L4O-783
27185429,151,19/11/2019,S9I-160
31107104,138,08/03/2019,E0I-722
15115705,123,15/01/2020,N9Q-814
34248357,322,03/11/2020,H4R-733
53374153,134,21/08/2019,V7L-069
31205866,129,28/10/2019,U6A-456
48878256,328,24/02/2020,G2R-979
63736112,160,16/04/2019,K0D-676
77763722,341,08/08/2019,A1Q-612
32244565,337,25/08/2020,W9L-468
70414420,144,02/10/2019,U5T-348
77367073,134,16/12/2019,H9A-097
21621497,127,17/01/2020,R5I-860
81799482,104,09/03/2019,E3U-768
87495937,141,06/03/2019,C5G-743
81528434,133,08/11/2019,D6F-465
71832810,315,22/06/2020,Q3M-512
27185429,332,23/11/2019,S9I-160
54141214,335,28/02/2020,G2I-709
36079131,330,18/08/2019,I0W-872
30441350,129,01/09/2019,Q6Q-335
73972114,142,13/12/2020,J2M-606
38862473,318,14/03/2019,K3B-165
86718074,304,21/11/2020,Q6I-941
21621497,160,16/12/2020,D6W-048
64178096,138,29/08/2020,B7V-643
15115705,163,04/11/2019,N9Q-814
26522329,332,12/06/2019,W7R-114
27864822,302,07/10/2020,T9U-338
90467829,305,30/08/2020,K4H-445
24859596,328,08/06/2019,L6D-758
88167677,208,26/07/2020,Y4Y-028
32244565,137,08/02/2020,M8W-853
31205866,320,01/09/2020,U6A-456
50200823,114,01/11/2019,H1E-399
99950484,141,06/08/2019,L8A-167
79766395,159,26/06/2019,N6D-256
67185679,134,18/04/2019,F1F-571
71578206,143,07/09/2020,Y9F-491
80457845,137,03/06/2019,M7F-612
75945248,331,02/05/2019,K6X-977
71832810,146,12/04/2020,T1K-210
87495937,304,16/09/2019,Z8C-558
68303148,160,13/11/2019,H1W-140
96693273,142,12/11/2019,F3R-138
73818744,316,28/11/2020,U5N-536
35671623,315,27/11/2019,V4E-749
21621497,119,10/02/2020,R5I-860
30046639,131,01/11/2020,L8F-459
24859596,125,30/05/2020,A8P-118
43454884,203,25/02/2019,G0F-080
69252518,148,24/07/2019,P7I-760
86429854,153,26/02/2020,M5U-987
73567806,161,20/03/2020,E2D-493
34248357,332,14/08/2020,H4R-733
85501710,311,21/11/2020,Z4K-431
63736112,147,02/11/2019,T9A-930
86718074,126,16/07/2020,Q6I-941
38862473,339,15/09/2019,I4B-541
79672079,205,01/03/2020,Y3Q-331
90467829,126,24/08/2020,X8U-894
90467829,308,13/05/2019,H1R-953
27268323,106,25/06/2019,L6Z-161
77367073,127,05/12/2019,N7K-403
29833157,165,25/06/2020,I9F-484
74325123,306,02/11/2019,C2V-710
52002275,117,22/01/2019,C0S-417
34976629,134,28/08/2020,J8B-303
32244565,207,09/12/2020,M8W-853
67185679,112,02/01/2020,F1F-571
60784914,307,18/08/2020,C6Q-548
87495937,304,15/02/2019,M5G-669
80310768,208,15/05/2019,M1E-751
49927087,145,01/06/2019,X3E-271
88167677,316,10/04/2020,V7U-622
89941095,341,10/09/2020,P6N-119
86718074,203,17/06/2019,Q6I-941
50200823,165,15/02/2019,Q6C-943
81485316,121,15/01/2020,F1O-596
96693273,306,13/11/2020,C0G-556
81485316,301,06/02/2020,F1O-596
50201756,315,07/08/2020,X8O-807
50200823,111,28/09/2019,R0P-255
16477908,146,30/12/2019,W7C-957
30046639,108,19/12/2020,P6I-223
47528229,317,24/05/2020,U0N-343
60784914,116,25/11/2019,C6Q-548
26522329,164,15/06/2019,U7R-252
74325123,143,12/09/2019,H0E-855
71832810,109,14/01/2020,Q3M-512
35912665,126,23/03/2019,O2Z-308
99950484,329,30/09/2019,Y9W-731
73972114,320,17/03/2019,J2M-606
54447051,304,30/01/2019,G3Y-654
84186239,208,06/04/2020,T6W-978
66849703,307,06/07/2020,B4N-777
13219606,328,10/09/2020,N1O-921
25518120,122,01/04/2019,E1J-798
26522329,323,10/01/2019,W7R-114
84186239,153,06/04/2019,W9Y-717
87495937,205,11/07/2020,M5G-669
54665716,204,02/06/2020,D2V-055
30046639,155,20/04/2020,S3F-021
96693273,324,18/11/2020,F3R-138
21621497,205,26/02/2019,Z7C-785
31107104,154,31/12/2019,E0I-722
44188994,126,13/08/2020,M0X-657
82031355,311,09/08/2020,H6X-124
47528229,158,21/10/2019,U0N-343
63736112,107,26/01/2020,K0D-676
60784914,165,31/10/2019,P4Y-758
53853385,104,23/05/2019,R6P-267
38862473,328,15/05/2019,K3B-165
84186239,322,12/08/2019,W9Y-717
60784914,139,14/08/2019,P4Y-758
38862473,309,26/08/2019,I4B-541
67185679,115,24/03/2020,I2P-193
60335381,341,25/09/2020,E6T-667
77763722,304,19/03/2019,D1M-667
89941095,147,04/04/2019,R8O-904
44188994,126,06/10/2019,M0X-657
42956681,122,01/08/2019,L8Z-555
64178096,322,29/09/2019,B7V-643
80457845,323,12/11/2019,M7F-612
50200823,139,31/10/2019,R0P-255
13219606,115,03/01/2020,N1O-921
73567806,334,23/01/2020,Q9D-870
52002275,202,31/12/2020,C0S-417
99950484,166,28/05/2019,Y6I-680
82870470,112,06/03/2020,K0H-387
50200823,108,09/02/2020,R0P-255
67185679,332,11/07/2020,I2P-193
27864822,137,10/06/2019,R5C-239
68310808,133,07/09/2020,K2N-341
53374153,325,12/01/2020,V7L-069
29989682,115,28/02/2019,B1J-773
12858682,153,25/07/2020,T5L-371
63291514,122,29/12/2020,Z1A-459
54447051,163,16/08/2020,G3Y-654
48878256,305,06/08/2019,W6Z-142
52003695,130,24/11/2020,H8S-849
31107104,145,29/06/2020,O3T-110
34976629,311,28/11/2020,I0Y-720
27864822,208,18/03/2019,T9U-338
48528209,304,04/04/2020,T9L-709
68310808,139,14/07/2020,K2N-341
30441350,154,21/05/2020,X0F-315
63291514,124,27/09/2019,Z1A-459
70414420,138,09/01/2020,V9J-051
36079131,301,25/06/2019,I0W-872
81799482,309,07/10/2019,V7P-711
79672079,334,30/03/2019,O3H-954
15559308,145,07/02/2020,W1S-239
30046639,130,12/08/2020,P6I-223
68310808,164,07/03/2019,X6M-077
67185679,152,28/06/2020,I2P-193
12270502,331,01/01/2020,Y5F-449
96693273,322,30/05/2019,B9X-420
67185679,141,16/07/2020,I2P-193
74325123,305,16/08/2019,C2V-710
15559308,140,27/09/2019,T8F-368
32090869,145,18/10/2019,L4B-291
29989682,302,03/12/2019,W3T-571
58992942,323,05/05/2020,Q6B-243
85501710,206,21/01/2019,N2C-590
54447051,130,16/06/2019,D5W-773
87495937,109,16/05/2019,M5G-669
69252518,115,09/07/2019,Y0Y-415
38862473,324,24/08/2019,S6Y-726
79641328,301,20/03/2019,B4R-105
71832810,128,28/06/2019,T1K-210
87495937,326,15/02/2020,M5G-669
48450395,325,05/11/2019,H6H-085
